text	favorited	favoriteCount	replyToSN	created	truncated	replyToSID	id	replyToUID	statusSource	screenName	retweetCount	isRetweet	retweeted	longitude	latitude
My economic policy speech will be carried live at 12:15 P.M. Enjoy!	FALSE	9214.0	NA	2016-08-08T15:20:44Z	FALSE	NA	762669882571980801	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	3107.0	FALSE	FALSE	NA	NA
Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8	FALSE	6981.0	NA	2016-08-08T13:28:20Z	FALSE	NA	762641595439190016	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	2390.0	FALSE	FALSE	NA	NA
"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA"	FALSE	15724.0	NA	2016-08-08T00:05:54Z	FALSE	NA	762439658911338496	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	6691.0	FALSE	FALSE	NA	NA
Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!	FALSE	19837.0	NA	2016-08-07T23:09:08Z	FALSE	NA	762425371874557952	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	6402.0	FALSE	FALSE	NA	NA
"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!"	FALSE	34051.0	NA	2016-08-07T21:31:46Z	FALSE	NA	762400869858115588	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	11717.0	FALSE	FALSE	NA	NA
I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!	FALSE	29831.0	NA	2016-08-07T13:49:29Z	FALSE	NA	762284533341417472	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	9892.0	FALSE	FALSE	NA	NA
Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s	FALSE	19223.0	NA	2016-08-07T02:19:37Z	FALSE	NA	762110918721310721	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5784.0	FALSE	FALSE	NA	NA
".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g"	FALSE	19543.0	NA	2016-08-07T02:03:39Z	FALSE	NA	762106904436961280	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7930.0	FALSE	FALSE	NA	NA
I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!	FALSE	75488.0	NA	2016-08-07T01:53:45Z	FALSE	NA	762104411707568128	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	24663.0	FALSE	FALSE	NA	NA
"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk"	FALSE	23661.0	NA	2016-08-06T20:04:08Z	FALSE	NA	762016426102296576	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7903.0	FALSE	FALSE	NA	NA
Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!	FALSE	28069.0	NA	2016-08-06T18:11:50Z	FALSE	NA	761988164382756864	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	8561.0	FALSE	FALSE	NA	NA
"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED."""	FALSE	35205.0	NA	2016-08-06T14:48:14Z	FALSE	NA	761936929902452740	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	13129.0	FALSE	FALSE	NA	NA
"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!"	FALSE	36936.0	NA	2016-08-06T14:24:43Z	FALSE	NA	761931010548305920	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	13250.0	FALSE	FALSE	NA	NA
Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!	FALSE	32716.0	NA	2016-08-06T11:53:00Z	FALSE	NA	761892829434183684	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	9356.0	FALSE	FALSE	NA	NA
"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh"	FALSE	34109.0	NA	2016-08-06T03:59:08Z	FALSE	NA	761773576101953536	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	10385.0	FALSE	FALSE	NA	NA
"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk"	FALSE	19436.0	NA	2016-08-06T02:57:11Z	FALSE	NA	761757988516401153	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8066.0	FALSE	FALSE	NA	NA
Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR	FALSE	19330.0	NA	2016-08-06T02:44:55Z	FALSE	NA	761754898602061824	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5418.0	FALSE	FALSE	NA	NA
"DON'T LET HILLARY CLINTON DO IT AGAIN!
#TrumpPence16
https://t.co/1mGkPNZPKF"	FALSE	30869.0	NA	2016-08-05T23:53:53Z	FALSE	NA	761711856457125888	NA	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	realDonaldTrump	16786.0	FALSE	FALSE	NA	NA
Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm	FALSE	19431.0	NA	2016-08-05T22:42:08Z	FALSE	NA	761693803120041986	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5681.0	FALSE	FALSE	NA	NA
#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6	FALSE	27568.0	NA	2016-08-05T20:03:29Z	FALSE	NA	761653875413618689	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	13869.0	FALSE	FALSE	NA	NA
"Hillary Clinton has bad judgment and is unfit to serve as President.
https://t.co/3EzG620fpT"	FALSE	25860.0	NA	2016-08-05T13:08:35Z	FALSE	NA	761549461893984256	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8989.0	FALSE	FALSE	NA	NA
The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!	FALSE	26919.0	NA	2016-08-05T10:39:27Z	FALSE	NA	761511930238496772	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	8674.0	FALSE	FALSE	NA	NA
President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P	FALSE	32750.0	NA	2016-08-05T02:19:22Z	FALSE	NA	761386080272875520	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	12351.0	FALSE	FALSE	NA	NA
Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!	FALSE	36899.0	NA	2016-08-05T02:19:08Z	FALSE	NA	761386025323225088	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	13107.0	FALSE	FALSE	NA	NA
President Obama should ask the DNC about how they rigged the election against Bernie.	FALSE	34549.0	NA	2016-08-05T02:18:18Z	FALSE	NA	761385812390977536	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	11863.0	FALSE	FALSE	NA	NA
"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! 
3pm- https://t.co/3Hcnzj0Slx
7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo"	FALSE	13737.0	NA	2016-08-05T02:16:20Z	FALSE	NA	761385317169496064	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	4202.0	FALSE	FALSE	NA	NA
"Thank you Portland, Maine! 
#MakeAmericaGreatAgain 
https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw"	FALSE	18101.0	NA	2016-08-04T22:42:13Z	FALSE	NA	761331433810132992	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5337.0	FALSE	FALSE	NA	NA
Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R	FALSE	34671.0	NA	2016-08-04T19:23:41Z	FALSE	NA	761281473492189184	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	10602.0	FALSE	FALSE	NA	NA
Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca	FALSE	19434.0	NA	2016-08-04T19:16:00Z	FALSE	NA	761279538106097664	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5804.0	FALSE	FALSE	NA	NA
"Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA
https://t.co/3Hcnzj0Slx
https://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB"	FALSE	18501.0	NA	2016-08-04T15:17:01Z	FALSE	NA	761219396635361280	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5722.0	FALSE	FALSE	NA	NA
"Thank you Jacksonville, Florida!
#MakeAmericaGreatAgain 
https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs"	FALSE	23610.0	NA	2016-08-04T02:27:52Z	FALSE	NA	761025834350018561	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7402.0	FALSE	FALSE	NA	NA
"Thank you for your support of my candidacy! #MAGA #ImWithYou 
https://t.co/Al5bZlRFYk"	FALSE	20680.0	NA	2016-08-03T23:10:41Z	FALSE	NA	760976212068106240	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5695.0	FALSE	FALSE	NA	NA
Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc	FALSE	34588.0	NA	2016-08-03T22:10:11Z	FALSE	NA	760960985524043777	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	10168.0	FALSE	FALSE	NA	NA
"THANK YOU Daytona Beach, Florida!
#MakeAmericaGreatAgain https://t.co/IAcLfXe463"	FALSE	23818.0	NA	2016-08-03T21:57:07Z	FALSE	NA	760957697579708416	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7478.0	FALSE	FALSE	NA	NA
Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!	FALSE	47871.0	NA	2016-08-03T10:23:27Z	FALSE	NA	760783130978648064	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	19750.0	FALSE	FALSE	NA	NA
There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!	FALSE	48199.0	NA	2016-08-03T09:14:40Z	FALSE	NA	760765818917515264	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	13278.0	FALSE	FALSE	NA	NA
Great day in Virginia. Crowd was fantastic!	FALSE	25396.0	NA	2016-08-03T02:51:00Z	FALSE	NA	760669268539301889	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	5505.0	FALSE	FALSE	NA	NA
My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy	FALSE	27751.0	NA	2016-08-02T21:52:32Z	FALSE	NA	760594155835887616	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	6118.0	FALSE	FALSE	NA	NA
Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp	FALSE	21241.0	NA	2016-08-02T19:38:16Z	FALSE	NA	760560366447370241	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	10835.0	FALSE	FALSE	NA	NA
President Obama will go down as perhaps the worst president in the history of the United States!	FALSE	77996.0	NA	2016-08-02T19:07:25Z	FALSE	NA	760552601356267520	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	29392.0	FALSE	FALSE	NA	NA
#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs	FALSE	14727.0	NA	2016-08-02T18:27:51Z	FALSE	NA	760542646888652804	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8113.0	FALSE	FALSE	NA	NA
#CrookedHillary https://t.co/xe0I0EmxMa	FALSE	27590.0	NA	2016-08-02T18:13:10Z	FALSE	NA	760538951581130754	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	13593.0	FALSE	FALSE	NA	NA
"Join me in Florida tomorrow! 
#MakeAmericaGreatAgain 

Daytona | 3pm- 
https://t.co/jbOS2s4qGI

Jacksonville | 7pm- 
https://t.co/XSF1kp7R54"	FALSE	10459.0	NA	2016-08-02T18:00:06Z	FALSE	NA	760535661699035136	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	3562.0	FALSE	FALSE	NA	NA
STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7	FALSE	16985.0	NA	2016-08-02T17:47:19Z	FALSE	NA	760532443061420033	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7631.0	FALSE	FALSE	NA	NA
Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM	FALSE	17823.0	NA	2016-08-02T16:57:16Z	FALSE	NA	760519847461658624	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5023.0	FALSE	FALSE	NA	NA
The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD	FALSE	49203.0	NA	2016-08-02T10:24:03Z	FALSE	NA	760420894271471620	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	26278.0	FALSE	FALSE	NA	NA
Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb	FALSE	62343.0	NA	2016-08-02T02:22:42Z	FALSE	NA	760299757206208512	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	15837.0	FALSE	FALSE	NA	NA
Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9	FALSE	25057.0	NA	2016-08-02T01:58:48Z	FALSE	NA	760293742381244416	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7219.0	FALSE	FALSE	NA	NA
Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!	FALSE	27558.0	NA	2016-08-02T01:33:45Z	FALSE	NA	760287440435187712	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8535.0	FALSE	FALSE	NA	NA
Thanks to @pnehlen for your kind words, very much appreciated.	FALSE	17296.0	NA	2016-08-01T23:25:11Z	FALSE	NA	760255085561597952	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	5305.0	FALSE	FALSE	NA	NA
"Join me in Florida on Wednesday! Daytona &amp; Jacksonville:

Daytona | 3pm- https://t.co/rJjYUbwiLL
Jacksonville | 7pm- https://t.co/zfxeNbr1nq"	FALSE	11860.0	NA	2016-08-01T23:02:59Z	FALSE	NA	760249495754006528	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	3961.0	FALSE	FALSE	NA	NA
During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD	FALSE	21029.0	NA	2016-08-01T22:54:27Z	FALSE	NA	760247348673077248	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	10556.0	FALSE	FALSE	NA	NA
When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?	FALSE	29122.0	NA	2016-08-01T22:52:39Z	FALSE	NA	760246898095775744	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	12075.0	FALSE	FALSE	NA	NA
Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam.	FALSE	27316.0	NA	2016-08-01T22:52:00Z	FALSE	NA	760246732152311808	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	11055.0	FALSE	FALSE	NA	NA
Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz	FALSE	24146.0	NA	2016-08-01T22:46:28Z	FALSE	NA	760245342231158785	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	13060.0	FALSE	FALSE	NA	NA
Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z	FALSE	36523.0	NA	2016-08-01T21:42:57Z	FALSE	NA	760229355784138752	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	16586.0	FALSE	FALSE	NA	NA
Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r	FALSE	17798.0	NA	2016-08-01T20:42:50Z	FALSE	NA	760214225830772737	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	4837.0	FALSE	FALSE	NA	NA
"Thank you Oklahoma &amp; Virginia! 
#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV"	FALSE	26361.0	NA	2016-08-01T20:40:27Z	FALSE	NA	760213628926779392	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	9077.0	FALSE	FALSE	NA	NA
People believe CNN these days almost as little as they believe Hillary....that's really saying something!	FALSE	30099.0	NA	2016-08-01T18:47:54Z	FALSE	NA	760185303483187201	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	9353.0	FALSE	FALSE	NA	NA
The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.	FALSE	23645.0	NA	2016-08-01T18:46:58Z	FALSE	NA	760185067054465024	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7857.0	FALSE	FALSE	NA	NA
Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?	FALSE	33124.0	NA	2016-08-01T18:45:22Z	FALSE	NA	760184664468418560	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	11484.0	FALSE	FALSE	NA	NA
When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?	FALSE	30888.0	NA	2016-08-01T18:44:04Z	FALSE	NA	760184336603811842	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	12183.0	FALSE	FALSE	NA	NA
CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.	FALSE	26036.0	NA	2016-08-01T18:43:25Z	FALSE	NA	760184176591208448	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8014.0	FALSE	FALSE	NA	NA
CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.	FALSE	28810.0	NA	2016-08-01T18:42:50Z	FALSE	NA	760184028293173248	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	9741.0	FALSE	FALSE	NA	NA
Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw	FALSE	12416.0	NA	2016-08-01T14:52:50Z	FALSE	NA	760126146830794753	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	3732.0	FALSE	FALSE	NA	NA
"#CrookedHillary 
https://t.co/oHI6xrDJU0"	FALSE	19884.0	NA	2016-08-01T14:48:22Z	FALSE	NA	760125021280960512	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	8779.0	FALSE	FALSE	NA	NA
So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!	FALSE	21350.0	NA	2016-08-01T13:03:02Z	FALSE	NA	760098514319835136	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	6490.0	FALSE	FALSE	NA	NA
"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!"	FALSE	18762.0	NA	2016-08-01T12:50:32Z	FALSE	NA	760095370185674752	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	5365.0	FALSE	FALSE	NA	NA
This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!	FALSE	35495.0	NA	2016-08-01T11:27:43Z	FALSE	NA	760074526059270144	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	12515.0	FALSE	FALSE	NA	NA
Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!	FALSE	28725.0	NA	2016-08-01T11:10:51Z	FALSE	NA	760070280932982784	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	8944.0	FALSE	FALSE	NA	NA
Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!	FALSE	46307.0	NA	2016-08-01T00:57:15Z	FALSE	NA	759915863600304128	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	14693.0	FALSE	FALSE	NA	NA
"""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope."""	FALSE	36355.0	NA	2016-07-31T20:31:06Z	FALSE	NA	759848885900763141	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	13974.0	FALSE	FALSE	NA	NA
The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?	FALSE	38603.0	NA	2016-07-31T20:09:00Z	FALSE	NA	759843323909668865	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	10322.0	FALSE	FALSE	NA	NA
I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!	FALSE	58456.0	NA	2016-07-31T13:32:55Z	FALSE	NA	759743648573435905	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	19576.0	FALSE	FALSE	NA	NA
"Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!"	FALSE	45662.0	NA	2016-07-31T12:57:21Z	FALSE	NA	759734698415312897	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	15833.0	FALSE	FALSE	-74.69711862	40.6548722
Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!	FALSE	42353.0	NA	2016-07-31T03:32:40Z	FALSE	NA	759592590106849280	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	12479.0	FALSE	FALSE	-74.69699671	40.65467156
Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.	FALSE	45653.0	NA	2016-07-30T23:00:07Z	FALSE	NA	759524001613918208	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	11165.0	FALSE	FALSE	-74.69695702	40.65467412
Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews	FALSE	32969.0	NA	2016-07-30T22:28:22Z	FALSE	NA	759516008272932864	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	10375.0	FALSE	FALSE	NA	NA
"NATO commander agrees members should pay up via @dcexaminer:
https://t.co/VZLDFy707K"	FALSE	19032.0	NA	2016-07-30T22:24:40Z	FALSE	NA	759515080010719232	NA	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	realDonaldTrump	7700.0	FALSE	FALSE	NA	NA
Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!	FALSE	37530.0	NA	2016-07-30T22:18:58Z	FALSE	NA	759513644258525184	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	11833.0	FALSE	FALSE	NA	NA
"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"	FALSE	27538.0	NA	2016-07-30T22:12:36Z	FALSE	NA	759512042906587137	NA	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	realDonaldTrump	8903.0	FALSE	FALSE	NA	NA
